,portion_size,calories,price,profile_id,respondent_id,question_id,alternative_id,observation_id,company_Shake Shack,company_Wendy’s,type_bundle_premium,type_burger_bacon,type_burger_classic,type_burger_premium,no_choice,choice
715,0,0,0.0,0,30,5,4,179,0,0,0,0,0,0,1,1.0
716,0,0,0.0,0,30,6,4,180,0,0,0,0,0,0,1,0.0
717,260,400,20.0,2439,30,6,1,180,0,1,0,0,0,0,0,1.0
718,350,920,29.1,470,30,6,2,180,0,1,0,0,1,0,0,0.0
719,280,950,31.5,9277,30,6,3,180,0,0,0,1,0,0,0,0.0
720,280,700,29.1,4088,31,1,3,181,0,1,1,0,0,0,0,1.0
721,220,400,27.7,10710,31,1,2,181,0,0,0,0,0,0,0,0.0
722,0,0,0.0,0,31,1,4,181,0,0,0,0,0,0,1,0.0
723,180,700,32.99,11603,31,1,1,181,0,0,1,0,0,0,0,0.0
724,220,920,20.0,9852,31,2,1,182,0,0,0,0,0,1,0,1.0
725,260,880,38.99,303,31,2,2,182,0,1,0,0,1,0,0,0.0
726,0,0,0.0,0,31,2,4,182,0,0,0,0,0,0,1,0.0
727,240,500,27.7,8022,31,2,3,182,1,0,1,0,0,0,0,0.0
728,260,950,22.99,11258,31,3,3,183,0,0,0,0,0,0,0,0.0
729,0,0,0.0,0,31,3,4,183,0,0,0,0,0,0,1,1.0
730,260,450,29.1,3896,31,3,1,183,0,1,1,0,0,0,0,0.0
731,220,880,40.0,5614,31,3,2,183,1,0,0,0,0,1,0,0.0
732,280,450,28.1,4051,31,4,3,184,0,1,1,0,0,0,0,0.0
733,380,450,38.99,2973,31,4,2,184,0,1,0,0,0,0,0,0.0
734,0,0,0.0,0,31,4,4,184,0,0,0,0,0,0,1,0.0
735,200,400,20.0,1152,31,4,1,184,0,1,0,0,0,1,0,1.0
736,0,0,0.0,0,31,5,4,185,0,0,0,0,0,0,1,1.0
737,280,750,31.5,12574,31,5,3,185,0,0,1,0,0,0,0,0.0
738,380,400,22.99,10202,31,5,1,185,0,0,0,0,0,1,0,0.0
739,280,400,29.1,7076,31,5,2,185,1,0,0,0,0,0,0,0.0
740,200,450,22.99,11681,31,6,3,186,0,0,1,0,0,0,0,0.0
741,240,830,27.7,12102,31,6,1,186,0,0,1,0,0,0,0,0.0
742,0,0,0.0,0,31,6,4,186,0,0,0,0,0,0,1,1.0
743,280,750,27.7,342,31,6,2,186,0,1,0,0,1,0,0,0.0
744,350,650,40.0,9289,32,1,1,187,0,0,0,1,0,0,0,0.0
745,180,650,40.0,574,32,1,2,187,0,1,0,1,0,0,0,1.0
746,220,500,30.99,1326,32,1,3,187,0,1,0,0,0,1,0,0.0
747,0,0,0.0,0,32,1,4,187,0,0,0,0,0,0,1,0.0
748,0,0,0.0,0,32,2,4,188,0,0,0,0,0,0,1,1.0
749,380,830,31.5,9394,32,2,3,188,0,0,0,1,0,0,0,0.0
750,180,750,22.99,1937,32,2,2,188,0,1,0,0,0,0,0,0.0
751,200,450,40.0,6250,32,2,1,188,1,0,0,0,0,0,0,0.0
752,380,750,32.99,9386,32,3,3,189,0,0,0,1,0,0,0,0.0
753,180,450,32.99,7295,32,3,1,189,1,0,1,0,0,0,0,0.0
754,0,0,0.0,0,32,3,4,189,0,0,0,0,0,0,1,0.0
755,260,750,21.99,12445,32,3,2,189,0,0,1,0,0,0,0,1.0
756,180,500,38.99,10341,32,4,1,190,0,0,0,0,0,0,0,0.0
757,240,750,40.0,187,32,4,2,190,0,1,0,0,1,0,0,0.0
758,0,0,0.0,0,32,4,4,190,0,0,0,0,0,0,1,1.0
759,200,450,40.2,2015,32,4,3,190,0,1,0,0,0,0,0,0.0
760,260,450,22.99,6689,32,5,2,191,1,0,0,0,0,0,0,0.0
761,220,450,32.99,1460,32,5,3,191,0,1,0,0,0,1,0,1.0
762,280,700,40.2,11363,32,5,1,191,0,0,0,0,0,0,0,0.0
763,0,0,0.0,0,32,5,4,191,0,0,0,0,0,0,1,0.0
764,260,950,27.7,2550,32,6,3,192,0,1,0,0,0,0,0,1.0
765,180,950,40.2,4883,32,6,2,192,1,0,0,1,0,0,0,0.0
766,280,400,29.1,12512,32,6,1,192,0,0,1,0,0,0,0,0.0
767,0,0,0.0,0,32,6,4,192,0,0,0,0,0,0,1,0.0
768,280,500,21.99,7057,33,1,2,193,1,0,0,0,0,0,0,0.0
769,0,0,0.0,0,33,1,4,193,0,0,0,0,0,0,1,0.0
770,220,920,21.99,5764,33,1,1,193,1,0,0,0,0,1,0,1.0
771,220,450,31.5,11806,33,1,3,193,0,0,1,0,0,0,0,0.0
772,180,700,30.99,579,33,2,2,194,0,1,0,1,0,0,0,0.0
773,180,400,29.1,10316,33,2,1,194,0,0,0,0,0,0,0,0.0
774,0,0,0.0,0,33,2,4,194,0,0,0,0,0,0,1,1.0
775,220,880,40.0,1498,33,2,3,194,0,1,0,0,0,1,0,0.0
776,180,400,22.99,1013,33,3,1,195,0,1,0,0,0,1,0,0.0
777,350,830,32.99,8471,33,3,2,195,1,0,1,0,0,0,0,0.0
778,200,880,40.2,1235,33,3,3,195,0,1,0,0,0,1,0,1.0
779,0,0,0.0,0,33,3,4,195,0,0,0,0,0,0,1,0.0
780,220,700,27.7,11838,33,4,1,196,0,0,1,0,0,0,0,0.0
781,200,920,21.99,1240,33,4,2,196,0,1,0,0,0,1,0,0.0
782,380,920,32.99,554,33,4,3,196,0,1,0,0,1,0,0,1.0
783,0,0,0.0,0,33,4,4,196,0,0,0,0,0,0,1,0.0
784,0,0,0.0,0,33,5,4,197,0,0,0,0,0,0,1,0.0
785,260,650,38.99,11229,33,5,1,197,0,0,0,0,0,0,0,0.0
786,380,830,22.99,1769,33,5,2,197,0,1,0,0,0,1,0,0.0
787,180,450,20.0,1884,33,5,3,197,0,1,0,0,0,0,0,1.0
788,260,500,29.1,6980,33,6,3,198,1,0,0,0,0,0,0,0.0
789,0,0,0.0,0,33,6,4,198,0,0,0,0,0,0,1,0.0
790,220,920,38.99,10005,33,6,1,198,0,0,0,0,0,1,0,0.0
791,180,700,28.1,577,33,6,2,198,0,1,0,1,0,0,0,1.0
792,0,0,0.0,0,34,1,4,199,0,0,0,0,0,0,1,0.0
793,280,950,27.7,2910,34,1,3,199,0,1,0,0,0,0,0,1.0
794,220,500,40.2,6347,34,1,1,199,1,0,0,0,0,0,0,0.0
795,200,920,22.99,1241,34,1,2,199,0,1,0,0,0,1,0,0.0
796,240,700,30.99,8646,34,2,3,200,0,0,0,0,1,0,0,1.0
797,380,920,30.99,957,34,2,2,200,0,1,0,1,0,0,0,0.0
798,200,700,21.99,3244,34,2,1,200,0,1,1,0,0,0,0,0.0
799,0,0,0.0,0,34,2,4,200,0,0,0,0,0,0,1,0.0
800,0,0,0.0,0,34,3,4,201,0,0,0,0,0,0,1,0.0
801,200,700,29.1,7484,34,3,1,201,1,0,1,0,0,0,0,0.0
802,220,500,21.99,9940,34,3,2,201,0,0,0,0,0,1,0,0.0
803,240,500,29.1,7820,34,3,3,201,1,0,1,0,0,0,0,1.0
804,200,880,32.99,5468,34,4,3,202,1,0,0,0,0,1,0,0.0
805,0,0,0.0,0,34,4,4,202,0,0,0,0,0,0,1,0.0
806,280,920,38.99,780,34,4,1,202,0,1,0,1,0,0,0,0.0
807,220,450,20.0,11883,34,4,2,202,0,0,1,0,0,0,0,1.0
808,240,500,21.99,3544,34,5,3,203,0,1,1,0,0,0,0,0.0
809,0,0,0.0,0,34,5,4,203,0,0,0,0,0,0,1,1.0
810,280,400,27.7,12510,34,5,2,203,0,0,1,0,0,0,0,0.0
811,350,880,27.7,441,34,5,1,203,0,1,0,0,1,0,0,0.0
812,280,950,29.1,5039,34,6,3,204,1,0,0,1,0,0,0,0.0
813,220,950,21.99,1540,34,6,2,204,0,1,0,0,0,1,0,0.0
814,220,880,22.99,1370,34,6,1,204,0,1,0,0,0,1,0,0.0
815,0,0,0.0,0,34,6,4,204,0,0,0,0,0,0,1,1.0
816,220,400,20.0,9732,35,1,3,205,0,0,0,0,0,1,0,0.0
817,350,920,32.99,455,35,1,2,205,0,1,0,0,1,0,0,0.0
818,0,0,0.0,0,35,1,4,205,0,0,0,0,0,0,1,1.0
819,200,830,30.99,11745,35,1,1,205,0,0,1,0,0,0,0,0.0
820,0,0,0.0,0,35,2,4,206,0,0,0,0,0,0,1,0.0
821,260,700,21.99,7960,35,2,3,206,1,0,1,0,0,0,0,0.0
822,200,950,40.2,9200,35,2,1,206,0,0,0,1,0,0,0,1.0
823,180,950,32.99,644,35,2,2,206,0,1,0,1,0,0,0,0.0
824,220,500,20.0,9903,35,3,3,207,0,0,0,0,0,1,0,0.0
825,220,400,30.99,11757,35,3,2,207,0,0,1,0,0,0,0,1.0
826,220,650,31.5,3358,35,3,1,207,0,1,1,0,0,0,0,0.0
827,0,0,0.0,0,35,3,4,207,0,0,0,0,0,0,1,0.0
828,280,880,28.1,361,35,4,1,208,0,1,0,0,1,0,0,0.0
829,260,650,31.5,8557,35,4,2,208,0,0,0,0,1,0,0,0.0
830,180,400,28.1,11551,35,4,3,208,0,0,1,0,0,0,0,0.0
831,0,0,0.0,0,35,4,4,208,0,0,0,0,0,0,1,1.0
832,240,500,30.99,12261,35,5,1,209,0,0,1,0,0,0,0,1.0
833,380,450,30.99,5946,35,5,2,209,1,0,0,0,0,1,0,0.0
834,240,500,21.99,11092,35,5,3,209,0,0,0,0,0,0,0,0.0
835,0,0,0.0,0,35,5,4,209,0,0,0,0,0,0,1,0.0
836,180,500,22.99,3062,35,6,3,210,0,1,1,0,0,0,0,0.0
837,240,500,21.99,10849,35,6,2,210,0,0,0,0,0,0,0,0.0
838,350,700,21.99,8440,35,6,1,210,1,0,1,0,0,0,0,0.0
839,0,0,0.0,0,35,6,4,210,0,0,0,0,0,0,1,1.0
840,0,0,0.0,0,36,1,4,211,0,0,0,0,0,0,1,0.0
841,220,450,22.99,5690,36,1,3,211,1,0,0,0,0,1,0,1.0
842,280,700,40.2,11363,36,1,2,211,0,0,0,0,0,0,0,0.0
843,280,880,28.1,9256,36,1,1,211,0,0,0,1,0,0,0,0.0
844,0,0,0.0,0,36,2,4,212,0,0,0,0,0,0,1,0.0
845,260,830,20.0,7983,36,2,2,212,1,0,1,0,0,0,0,1.0
846,280,650,30.99,4077,36,2,1,212,0,1,1,0,0,0,0,0.0
847,240,400,22.99,2357,36,2,3,212,0,1,0,0,0,0,0,0.0
848,0,0,0.0,0,36,3,4,213,0,0,0,0,0,0,1,1.0
849,180,500,28.1,10375,36,3,3,213,0,0,0,0,0,0,0,0.0
850,260,920,29.1,4526,36,3,2,213,1,0,0,0,1,0,0,0.0
851,240,650,29.1,12308,36,3,1,213,0,0,1,0,0,0,0,0.0
852,0,0,0.0,0,36,4,4,214,0,0,0,0,0,0,1,0.0
853,180,500,27.7,1866,36,4,1,214,0,1,0,0,0,0,0,0.0
854,220,650,20.0,6387,36,4,2,214,1,0,0,0,0,0,0,1.0
855,260,750,20.0,3975,36,4,3,214,0,1,1,0,0,0,0,0.0
856,260,880,31.5,139,36,5,3,215,0,1,0,0,1,0,0,0.0
857,0,0,0.0,0,36,5,4,215,0,0,0,0,0,0,1,0.0
858,240,750,28.1,6655,36,5,1,215,1,0,0,0,0,0,0,0.0
859,180,880,32.99,1064,36,5,2,215,0,1,0,0,0,1,0,1.0
860,0,0,0.0,0,36,6,4,216,0,0,0,0,0,0,1,1.0
861,240,880,29.1,4454,36,6,1,216,1,0,0,0,1,0,0,0.0
862,240,750,28.1,2419,36,6,2,216,0,1,0,0,0,0,0,0.0
863,220,650,30.99,3477,36,6,3,216,0,1,1,0,0,0,0,0.0
864,350,450,22.99,1565,37,1,3,217,0,1,0,0,0,1,0,0.0
865,260,450,38.99,6969,37,1,2,217,1,0,0,0,0,0,0,0.0
866,0,0,0.0,0,37,1,4,217,0,0,0,0,0,0,1,0.0
867,350,400,20.0,4152,37,1,1,217,0,1,1,0,0,0,0,1.0
868,220,650,20.0,3471,37,2,1,218,0,1,1,0,0,0,0,0.0
869,0,0,0.0,0,37,2,4,218,0,0,0,0,0,0,1,0.0
870,260,500,32.99,8183,37,2,3,218,1,0,1,0,0,0,0,1.0
871,200,880,21.99,1201,37,2,2,218,0,1,0,0,0,1,0,0.0
872,260,650,29.1,10988,37,3,2,219,0,0,0,0,0,0,0,0.0
873,180,920,32.99,4853,37,3,3,219,1,0,0,1,0,0,0,0.0
874,0,0,0.0,0,37,3,4,219,0,0,0,0,0,0,1,1.0
875,280,450,40.0,2818,37,3,1,219,0,1,0,0,0,0,0,0.0
876,380,450,30.99,1746,37,4,2,220,0,1,0,0,0,1,0,0.0
877,180,750,40.0,4828,37,4,3,220,1,0,0,1,0,0,0,1.0
878,0,0,0.0,0,37,4,4,220,0,0,0,0,0,0,1,0.0
879,180,700,29.1,10400,37,4,1,220,0,0,0,0,0,0,0,0.0
880,280,830,20.0,8340,37,5,1,221,1,0,1,0,0,0,0,0.0
881,350,450,20.0,12636,37,5,2,221,0,0,1,0,0,0,0,0.0
882,0,0,0.0,0,37,5,4,221,0,0,0,0,0,0,1,1.0
883,350,880,30.99,444,37,5,3,221,0,1,0,0,1,0,0,0.0
884,280,450,20.0,4008,37,6,1,222,0,1,1,0,0,0,0,1.0
885,260,400,21.99,2713,37,6,2,222,0,1,0,0,0,0,0,0.0
886,260,830,31.5,12226,37,6,3,222,0,0,1,0,0,0,0,0.0
887,0,0,0.0,0,37,6,4,222,0,0,0,0,0,0,1,0.0
888,0,0,0.0,0,38,1,4,223,0,0,0,0,0,0,1,1.0
889,180,920,40.0,4873,38,1,1,223,1,0,0,1,0,0,0,0.0
890,240,450,20.0,7764,38,1,3,223,1,0,1,0,0,0,0,0.0
891,180,450,22.99,1025,38,1,2,223,0,1,0,0,0,1,0,0.0
892,180,450,21.99,1849,38,2,2,224,0,1,0,0,0,0,0,1.0
893,240,880,38.99,222,38,2,1,224,0,1,0,0,1,0,0,0.0
894,0,0,0.0,0,38,2,4,224,0,0,0,0,0,0,1,0.0
895,240,830,40.0,8506,38,2,3,224,0,0,0,0,1,0,0,0.0
896,200,450,21.99,11677,38,3,1,225,0,0,1,0,0,0,0,0.0
897,0,0,0.0,0,38,3,4,225,0,0,0,0,0,0,1,0.0
898,200,450,28.1,7411,38,3,2,225,1,0,1,0,0,0,0,0.0
899,260,830,32.99,8231,38,3,3,225,1,0,1,0,0,0,0,1.0
900,200,450,30.99,11649,38,4,1,226,0,0,1,0,0,0,0,1.0
901,200,920,40.0,9694,38,4,2,226,0,0,0,0,0,1,0,0.0
902,200,400,20.0,3195,38,4,3,226,0,1,1,0,0,0,0,0.0
903,0,0,0.0,0,38,4,4,226,0,0,0,0,0,0,1,0.0
904,260,400,20.0,6951,38,5,1,227,1,0,0,0,0,0,0,0.0
905,350,880,38.99,447,38,5,2,227,0,1,0,0,1,0,0,0.0
906,220,920,22.99,5618,38,5,3,227,1,0,0,0,0,1,0,1.0
907,0,0,0.0,0,38,5,4,227,0,0,0,0,0,0,1,0.0
908,0,0,0.0,0,38,6,4,228,0,0,0,0,0,0,1,0.0
909,380,400,31.5,5971,38,6,3,228,1,0,0,0,0,1,0,1.0
910,260,400,29.1,6716,38,6,2,228,1,0,0,0,0,0,0,0.0
911,240,650,28.1,12067,38,6,1,228,0,0,1,0,0,0,0,0.0
912,260,500,22.99,7898,39,1,2,229,1,0,1,0,0,0,0,0.0
913,0,0,0.0,0,39,1,4,229,0,0,0,0,0,0,1,0.0
914,350,500,21.99,8416,39,1,3,229,1,0,1,0,0,0,0,1.0
915,280,750,21.99,2896,39,1,1,229,0,1,0,0,0,0,0,0.0
916,350,700,40.0,5062,39,2,2,230,1,0,0,1,0,0,0,0.0
917,180,650,20.0,6144,39,2,3,230,1,0,0,0,0,0,0,0.0
918,220,400,31.5,5647,39,2,1,230,1,0,0,0,0,1,0,0.0
919,0,0,0.0,0,39,2,4,230,0,0,0,0,0,0,1,1.0
920,0,0,0.0,0,39,3,4,231,0,0,0,0,0,0,1,0.0
921,220,400,22.99,3434,39,3,1,231,0,1,1,0,0,0,0,1.0
922,240,700,21.99,3844,39,3,2,231,0,1,1,0,0,0,0,0.0
923,280,830,29.1,758,39,3,3,231,0,1,0,1,0,0,0,0.0
924,0,0,0.0,0,39,4,4,232,0,0,0,0,0,0,1,0.0
925,180,400,22.99,7313,39,4,2,232,1,0,1,0,0,0,0,0.0
926,260,650,27.7,2754,39,4,3,232,0,1,0,0,0,0,0,1.0
927,240,500,29.1,8024,39,4,1,232,1,0,1,0,0,0,0,0.0
928,0,0,0.0,0,39,5,4,233,0,0,0,0,0,0,1,1.0
929,380,920,31.5,9430,39,5,3,233,0,0,0,1,0,0,0,0.0
930,180,500,22.99,9470,39,5,2,233,0,0,0,0,0,1,0,0.0
931,260,500,20.0,6972,39,5,1,233,1,0,0,0,0,0,0,0.0
932,180,830,21.99,3148,39,6,1,234,0,1,1,0,0,0,0,0.0
933,260,500,31.5,3670,39,6,3,234,0,1,1,0,0,0,0,0.0
934,180,450,21.99,3049,39,6,2,234,0,1,1,0,0,0,0,0.0
935,0,0,0.0,0,39,6,4,234,0,0,0,0,0,0,1,1.0
936,220,920,32.99,9980,40,1,3,235,0,0,0,0,0,1,0,1.0
937,220,880,22.99,1514,40,1,2,235,0,1,0,0,0,1,0,0.0
938,280,830,40.2,5000,40,1,1,235,1,0,0,1,0,0,0,0.0
939,0,0,0.0,0,40,1,4,235,0,0,0,0,0,0,1,0.0
940,280,400,22.99,8234,40,2,1,236,1,0,1,0,0,0,0,0.0
941,200,450,40.2,1175,40,2,2,236,0,1,0,0,0,1,0,0.0
942,240,700,20.0,8076,40,2,3,236,1,0,1,0,0,0,0,1.0
943,0,0,0.0,0,40,2,4,236,0,0,0,0,0,0,1,0.0
944,0,0,0.0,0,40,3,4,237,0,0,0,0,0,0,1,0.0
945,280,750,38.99,2901,40,3,3,237,0,1,0,0,0,0,0,0.0
946,200,500,21.99,10453,40,3,2,237,0,0,0,0,0,0,0,1.0
947,200,880,30.99,4941,40,3,1,237,1,0,0,1,0,0,0,0.0
948,180,880,40.2,5303,40,4,2,238,1,0,0,0,0,1,0,1.0
949,280,400,20.0,4032,40,4,3,238,0,1,1,0,0,0,0,0.0
950,0,0,0.0,0,40,4,4,238,0,0,0,0,0,0,1,0.0
951,220,700,27.7,2286,40,4,1,238,0,1,0,0,0,0,0,0.0
952,240,400,21.99,6829,40,5,2,239,1,0,0,0,0,0,0,0.0
953,0,0,0.0,0,40,5,4,239,0,0,0,0,0,0,1,0.0
954,200,500,28.1,3223,40,5,1,239,0,1,1,0,0,0,0,0.0
955,350,920,30.99,9330,40,5,3,239,0,0,0,1,0,0,0,1.0
956,180,500,40.0,9478,40,6,3,240,0,0,0,0,0,1,0,0.0
957,280,450,40.2,11291,40,6,1,240,0,0,0,0,0,0,0,0.0
958,0,0,0.0,0,40,6,4,240,0,0,0,0,0,0,1,0.0
959,200,830,32.99,1196,40,6,2,240,0,1,0,0,0,1,0,1.0
960,280,700,29.1,4571,41,1,1,241,1,0,0,0,1,0,0,0.0
961,260,830,29.1,7988,41,1,2,241,1,0,1,0,0,0,0,1.0
962,260,500,20.0,2736,41,1,3,241,0,1,0,0,0,0,0,0.0
963,0,0,0.0,0,41,1,4,241,0,0,0,0,0,0,1,0.0
964,0,0,0.0,0,41,2,4,242,0,0,0,0,0,0,1,0.0
965,240,450,20.0,6840,41,2,1,242,1,0,0,0,0,0,0,1.0
966,260,830,28.1,3751,41,2,2,242,0,1,1,0,0,0,0,0.0
967,240,950,40.2,8714,41,2,3,242,0,0,0,0,1,0,0,0.0
968,0,0,0.0,0,41,3,4,243,0,0,0,0,0,0,1,0.0
969,240,650,31.5,8476,41,3,1,243,0,0,0,0,1,0,0,0.0
970,350,950,28.1,9355,41,3,2,243,0,0,0,1,0,0,0,0.0
971,220,400,31.5,9739,41,3,3,243,0,0,0,0,0,1,0,1.0
972,0,0,0.0,0,41,4,4,244,0,0,0,0,0,0,1,1.0
973,220,400,40.2,5651,41,4,1,244,1,0,0,0,0,1,0,0.0
974,260,750,27.7,8571,41,4,2,244,0,0,0,0,1,0,0,0.0
975,260,750,40.2,8579,41,4,3,244,0,0,0,0,1,0,0,0.0
976,240,400,27.7,12234,41,5,3,245,0,0,1,0,0,0,0,1.0
977,380,400,30.99,1734,41,5,2,245,0,1,0,0,0,1,0,0.0
978,240,500,20.0,2619,41,5,1,245,0,1,0,0,0,0,0,0.0
979,0,0,0.0,0,41,5,4,245,0,0,0,0,0,0,1,0.0
980,240,500,22.99,6821,41,6,1,246,1,0,0,0,0,0,0,0.0
981,280,920,31.5,9268,41,6,2,246,0,0,0,1,0,0,0,1.0
982,260,450,20.0,3888,41,6,3,246,0,1,1,0,0,0,0,0.0
983,0,0,0.0,0,41,6,4,246,0,0,0,0,0,0,1,0.0
984,220,920,21.99,5593,42,1,1,247,1,0,0,0,0,1,0,1.0
985,220,950,27.7,2190,42,1,2,247,0,1,0,0,0,0,0,0.0
986,240,400,22.99,3758,42,1,3,247,0,1,1,0,0,0,0,0.0
987,0,0,0.0,0,42,1,4,247,0,0,0,0,0,0,1,0.0
988,200,450,20.0,5364,42,2,1,248,1,0,0,0,0,1,0,0.0
989,200,400,22.99,7433,42,2,2,248,1,0,1,0,0,0,0,1.0
990,260,400,27.7,6714,42,2,3,248,1,0,0,0,0,0,0,0.0
991,0,0,0.0,0,42,2,4,248,0,0,0,0,0,0,1,0.0
992,200,950,32.99,5492,42,3,3,249,1,0,0,0,0,1,0,1.0
993,180,400,29.1,6116,42,3,2,249,1,0,0,0,0,0,0,0.0
994,180,400,22.99,3038,42,3,1,249,0,1,1,0,0,0,0,0.0
995,0,0,0.0,0,42,3,4,249,0,0,0,0,0,0,1,0.0
996,0,0,0.0,0,42,4,4,250,0,0,0,0,0,0,1,0.0
997,180,450,27.7,1854,42,4,1,250,0,1,0,0,0,0,0,0.0
998,280,750,32.99,9224,42,4,2,250,0,0,0,1,0,0,0,1.0
999,200,400,32.99,7439,42,4,3,250,1,0,1,0,0,0,0,0.0
1000,0,0,0.0,0,42,5,4,251,0,0,0,0,0,0,1,0.0
1001,180,700,40.0,583,42,5,3,251,0,1,0,1,0,0,0,0.0
1002,240,920,40.0,70,42,5,2,251,0,1,0,0,1,0,0,0.0
1003,380,450,22.99,10217,42,5,1,251,0,0,0,0,0,1,0,1.0
1004,260,700,38.99,4494,42,6,3,252,1,0,0,0,1,0,0,0.0
1005,180,450,21.99,985,42,6,1,252,0,1,0,0,0,1,0,0.0
1006,240,450,21.99,11044,42,6,2,252,0,0,0,0,0,0,0,1.0
1007,0,0,0.0,0,42,6,4,252,0,0,0,0,0,0,1,0.0
1008,0,0,0.0,0,43,1,4,253,0,0,0,0,0,0,1,0.0
1009,280,950,30.99,4635,43,1,1,253,1,0,0,0,1,0,0,1.0
1010,350,920,40.0,4693,43,1,2,253,1,0,0,0,1,0,0,0.0
1011,180,920,32.99,4871,43,1,3,253,1,0,0,1,0,0,0,0.0
1012,280,500,27.7,2862,43,2,2,254,0,1,0,0,0,0,0,0.0
1013,0,0,0.0,0,43,2,4,254,0,0,0,0,0,0,1,1.0
1014,350,880,40.0,853,43,2,1,254,0,1,0,1,0,0,0,0.0
1015,200,750,21.99,3256,43,2,3,254,0,1,1,0,0,0,0,0.0
1016,0,0,0.0,0,43,3,4,255,0,0,0,0,0,0,1,1.0
1017,200,950,21.99,1252,43,3,1,255,0,1,0,0,0,1,0,0.0
1018,180,950,22.99,5345,43,3,2,255,1,0,0,0,0,1,0,0.0
1019,180,500,21.99,5269,43,3,3,255,1,0,0,0,0,1,0,0.0
1020,220,500,30.99,1434,43,4,3,256,0,1,0,0,0,1,0,0.0
1021,240,920,27.7,225,43,4,2,256,0,1,0,0,1,0,0,0.0
1022,0,0,0.0,0,43,4,4,256,0,0,0,0,0,0,1,1.0
1023,220,750,40.0,2182,43,4,1,256,0,1,0,0,0,0,0,0.0
1024,0,0,0.0,0,43,5,4,257,0,0,0,0,0,0,1,0.0
1025,200,920,22.99,1238,43,5,2,257,0,1,0,0,0,1,0,1.0
1026,380,880,40.0,1786,43,5,3,257,0,1,0,0,0,1,0,0.0
1027,280,750,40.0,9226,43,5,1,257,0,0,0,1,0,0,0,0.0
1028,0,0,0.0,0,43,6,4,258,0,0,0,0,0,0,1,0.0
1029,350,450,29.1,4136,43,6,3,258,0,1,1,0,0,0,0,0.0
1030,260,650,40.0,2758,43,6,2,258,0,1,0,0,0,0,0,1.0
1031,200,500,29.1,1988,43,6,1,258,0,1,0,0,0,0,0,0.0
1032,0,0,0.0,0,44,1,4,259,0,0,0,0,0,0,1,0.0
1033,350,880,31.5,9340,44,1,3,259,0,0,0,1,0,0,0,0.0
1034,280,880,40.2,4604,44,1,2,259,1,0,0,0,1,0,0,1.0
1035,380,880,21.99,6040,44,1,1,259,1,0,0,0,0,1,0,0.0
1036,220,500,29.1,3464,44,2,3,260,0,1,1,0,0,0,0,0.0
1037,260,500,21.99,3901,44,2,2,260,0,1,1,0,0,0,0,0.0
1038,180,400,27.7,1878,44,2,1,260,0,1,0,0,0,0,0,1.0
1039,0,0,0.0,0,44,2,4,260,0,0,0,0,0,0,1,0.0
1040,0,0,0.0,0,44,3,4,261,0,0,0,0,0,0,1,1.0
1041,280,700,27.7,9210,44,3,3,261,0,0,0,1,0,0,0,0.0
1042,180,400,21.99,6109,44,3,2,261,1,0,0,0,0,0,0,0.0
1043,350,400,38.99,5793,44,3,1,261,1,0,0,0,0,1,0,0.0
1044,0,0,0.0,0,44,4,4,262,0,0,0,0,0,0,1,1.0
1045,200,920,40.0,9718,44,4,2,262,0,0,0,0,0,1,0,0.0
1046,200,830,21.99,7501,44,4,1,262,1,0,1,0,0,0,0,0.0
1047,180,920,40.2,9092,44,4,3,262,0,0,0,1,0,0,0,0.0
1048,200,700,21.99,6277,44,5,2,263,1,0,0,0,0,0,0,0.0
1049,260,700,31.5,8206,44,5,3,263,1,0,1,0,0,0,0,0.0
1050,0,0,0.0,0,44,5,4,263,0,0,0,0,0,0,1,0.0
1051,380,920,22.99,6050,44,5,1,263,1,0,0,0,0,1,0,1.0
1052,180,450,40.2,5267,44,6,1,264,1,0,0,0,0,1,0,0.0
1053,200,500,38.99,5421,44,6,2,264,1,0,0,0,0,1,0,0.0
1054,350,750,20.0,4212,44,6,3,264,0,1,1,0,0,0,0,1.0
1055,0,0,0.0,0,44,6,4,264,0,0,0,0,0,0,1,0.0
1056,0,0,0.0,0,45,1,4,265,0,0,0,0,0,0,1,0.0
1057,200,750,40.0,673,45,1,1,265,0,1,0,1,0,0,0,1.0
1058,180,450,22.99,6125,45,1,3,265,1,0,0,0,0,0,0,0.0
1059,380,700,30.99,903,45,1,2,265,0,1,0,1,0,0,0,0.0
1060,350,920,28.1,4687,45,2,3,266,1,0,0,0,1,0,0,0.0
1061,380,750,21.99,11488,45,2,2,266,0,0,0,0,0,0,0,0.0
1062,220,500,31.5,1435,45,2,1,266,0,1,0,0,0,1,0,1.0
1063,0,0,0.0,0,45,2,4,266,0,0,0,0,0,0,1,0.0
1064,380,400,28.1,2923,45,3,2,267,0,1,0,0,0,0,0,0.0
1065,220,950,20.0,5772,45,3,1,267,1,0,0,0,0,1,0,0.0
1066,0,0,0.0,0,45,3,4,267,0,0,0,0,0,0,1,0.0
1067,350,920,31.5,5911,45,3,3,267,1,0,0,0,0,1,0,1.0
1068,0,0,0.0,0,45,4,4,268,0,0,0,0,0,0,1,0.0
1069,260,500,21.99,7936,45,4,2,268,1,0,1,0,0,0,0,1.0
1070,280,500,38.99,7101,45,4,1,268,1,0,0,0,0,0,0,0.0
1071,220,450,22.99,7562,45,4,3,268,1,0,1,0,0,0,0,0.0
